timestamp,date,hour,day_name,location_id,road_name,latitude,longitude,vehicle_count,car_count,motorcycle_count,bus_count,truck_count,average_speed,road_occupancy,weather_condition,traffic_density,congestion_level,vehicle_cluster,anomaly_label,predicted_congestion
2026-05-01 02:30:00,2026-05-01,2,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,58,14,35,1,8,48.23,24.68,Foggy,14.31,Low,-1,Normal,14.31
2026-05-01 02:45:00,2026-05-01,2,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,66,18,33,2,13,43.75,43.45,Rainy,28.68,Medium,-1,Normal,28.68
2026-05-01 03:00:00,2026-05-01,3,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,49,15,25,2,7,53.76,34.7,Cloudy,17.0,Low,-1,Normal,17.0
2026-05-01 03:15:00,2026-05-01,3,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,41,12,23,1,5,47.1,21.28,Rainy,8.72,Low,-1,Normal,8.72
2026-05-01 03:30:00,2026-05-01,3,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,37,10,23,1,3,44.8,16.61,Cloudy,6.15,Medium,-1,Normal,6.15
2026-05-01 03:45:00,2026-05-01,3,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,58,16,29,1,12,46.16,33.87,Rainy,19.64,Low,-1,Normal,19.64
2026-05-01 04:00:00,2026-05-01,4,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,41,12,25,2,2,56.8,21.23,Clear,8.7,Low,-1,Normal,8.7
2026-05-01 04:15:00,2026-05-01,4,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,38,10,19,1,8,56.68,22.42,Clear,8.52,Low,-1,Normal,8.52
2026-05-01 04:30:00,2026-05-01,4,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,43,11,24,1,7,45.31,26.15,Rainy,11.24,Low,-1,Normal,11.24
2026-05-01 04:45:00,2026-05-01,4,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,51,15,27,2,7,45.28,27.96,Rainy,14.26,Low,-1,Normal,14.26
2026-05-01 05:00:00,2026-05-01,5,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,86,21,46,3,16,37.39,44.48,Foggy,38.25,Medium,-1,Normal,38.25
2026-05-01 05:15:00,2026-05-01,5,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,85,28,46,2,9,43.61,41.38,Clear,35.17,Medium,-1,Normal,35.17
2026-05-01 05:30:00,2026-05-01,5,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,278,88,141,14,35,4.62,91.0,Clear,252.98,Severe,-1,Anomaly,252.98
2026-05-01 05:45:00,2026-05-01,5,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,122,31,70,6,15,22.54,64.95,Rainy,79.24,High,-1,Normal,79.24
2026-05-01 06:00:00,2026-05-01,6,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,171,43,102,6,20,12.24,98.25,Rainy,168.01,Severe,-1,Anomaly,168.01
2026-05-01 06:15:00,2026-05-01,6,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,128,40,67,4,17,26.87,69.5,Cloudy,88.96,High,-1,Normal,88.96
2026-05-01 06:30:00,2026-05-01,6,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,161,49,100,6,6,19.83,87.82,Clear,141.39,Severe,-1,Normal,141.39
2026-05-01 06:45:00,2026-05-01,6,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,159,53,99,7,0,12.8,80.62,Rainy,128.19,Severe,-1,Normal,128.19
2026-05-01 07:00:00,2026-05-01,7,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,165,54,104,7,0,21.94,92.8,Cloudy,153.12,Severe,-1,Normal,153.12
2026-05-01 07:15:00,2026-05-01,7,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,184,47,92,8,37,20.46,100.0,Foggy,184.0,Severe,-1,Anomaly,184.0
2026-05-01 07:30:00,2026-05-01,7,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,114,31,69,3,11,33.13,67.18,Foggy,76.59,High,-1,Normal,76.59
2026-05-01 07:45:00,2026-05-01,7,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,132,41,82,5,4,28.02,69.56,Cloudy,91.82,High,-1,Normal,91.82
2026-05-01 08:00:00,2026-05-01,8,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,129,37,83,7,2,21.49,77.71,Rainy,100.25,High,-1,Normal,100.25
2026-05-01 08:15:00,2026-05-01,8,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,166,51,95,6,14,18.0,87.94,Rainy,145.98,Severe,-1,Normal,145.98
2026-05-01 08:30:00,2026-05-01,8,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,151,50,93,8,0,27.43,80.49,Cloudy,121.54,High,-1,Normal,121.54
2026-05-01 08:45:00,2026-05-01,8,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,157,52,97,8,0,20.86,76.31,Cloudy,119.81,High,-1,Normal,119.81
2026-05-01 09:00:00,2026-05-01,9,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,141,43,74,8,16,27.18,81.48,Foggy,114.89,High,-1,Normal,114.89
2026-05-01 09:15:00,2026-05-01,9,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,141,43,72,8,18,21.98,72.62,Rainy,102.39,High,-1,Normal,102.39
2026-05-01 09:30:00,2026-05-01,9,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,147,47,88,5,7,27.49,86.19,Rainy,126.7,Severe,-1,Normal,126.7
2026-05-01 09:45:00,2026-05-01,9,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,104,35,64,5,0,41.06,77.04,Clear,80.12,High,-1,Normal,80.12
2026-05-01 10:00:00,2026-05-01,10,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,86,28,52,4,2,48.04,42.01,Clear,36.13,Medium,-1,Normal,36.13
2026-05-01 10:15:00,2026-05-01,10,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,62,19,31,1,11,52.76,25.11,Foggy,15.57,Low,-1,Normal,15.57
2026-05-01 10:30:00,2026-05-01,10,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,78,19,39,4,16,36.96,38.87,Clear,30.32,Medium,-1,Normal,30.32
2026-05-01 10:45:00,2026-05-01,10,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,95,31,54,2,8,30.33,53.86,Rainy,51.17,Medium,-1,Normal,51.17
2026-05-01 11:00:00,2026-05-01,11,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,110,34,63,5,8,28.89,61.19,Foggy,67.31,High,-1,Normal,67.31
2026-05-01 11:15:00,2026-05-01,11,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,88,28,48,2,10,33.83,48.32,Foggy,42.52,Medium,-1,Normal,42.52
2026-05-01 11:30:00,2026-05-01,11,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,325,108,176,11,30,4.12,99.62,Rainy,323.76,Severe,-1,Anomaly,323.76
2026-05-01 11:45:00,2026-05-01,11,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,81,25,49,2,5,50.24,50.16,Cloudy,40.63,Medium,-1,Normal,40.63
2026-05-01 12:00:00,2026-05-01,12,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,109,35,60,2,12,27.81,59.37,Rainy,64.71,High,-1,Normal,64.71
2026-05-01 12:15:00,2026-05-01,12,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,139,41,71,5,22,23.24,70.98,Foggy,98.66,High,-1,Normal,98.66
2026-05-01 12:30:00,2026-05-01,12,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,223,76,125,4,18,11.2,96.15,Foggy,214.41,Severe,-1,Anomaly,214.41
2026-05-01 12:45:00,2026-05-01,12,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,116,36,72,3,5,33.8,61.44,Cloudy,71.27,Medium,-1,Normal,71.27
2026-05-01 13:00:00,2026-05-01,13,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,111,34,71,3,3,29.71,58.59,Foggy,65.03,High,-1,Normal,65.03
2026-05-01 13:15:00,2026-05-01,13,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,139,47,80,4,8,31.37,74.11,Clear,103.01,High,-1,Normal,103.01
2026-05-01 13:30:00,2026-05-01,13,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,117,29,73,6,9,30.78,61.89,Cloudy,72.41,Medium,-1,Normal,72.41
2026-05-01 13:45:00,2026-05-01,13,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,106,33,64,5,4,35.75,62.04,Foggy,65.76,Medium,-1,Normal,65.76
2026-05-01 14:00:00,2026-05-01,14,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,75,24,45,4,2,44.01,32.73,Clear,24.55,Medium,-1,Normal,24.55
2026-05-01 14:15:00,2026-05-01,14,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,54,15,33,3,3,44.63,35.49,Foggy,19.16,Medium,-1,Normal,19.16
2026-05-01 14:30:00,2026-05-01,14,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,107,36,55,4,12,35.5,56.83,Foggy,60.81,Medium,-1,Normal,60.81
2026-05-01 14:45:00,2026-05-01,14,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,117,33,74,2,8,29.05,64.35,Rainy,75.29,High,-1,Normal,75.29
2026-05-01 15:00:00,2026-05-01,15,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,86,25,51,2,8,45.88,53.8,Clear,46.27,Medium,-1,Normal,46.27
2026-05-01 15:15:00,2026-05-01,15,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,104,34,63,5,2,30.95,53.29,Rainy,55.42,Medium,-1,Normal,55.42
2026-05-01 15:30:00,2026-05-01,15,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,70,23,39,2,6,44.79,41.96,Clear,29.37,Medium,-1,Normal,29.37
2026-05-01 15:45:00,2026-05-01,15,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,96,24,49,4,19,33.12,54.49,Foggy,52.31,Medium,-1,Normal,52.31
2026-05-01 16:00:00,2026-05-01,16,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,151,51,92,8,0,16.37,78.9,Foggy,119.14,High,-1,Normal,119.14
2026-05-01 16:15:00,2026-05-01,16,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,230,75,117,9,29,5.0,100.0,Rainy,230.0,Severe,-1,Anomaly,230.0
2026-05-01 16:30:00,2026-05-01,16,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,160,47,80,3,30,17.99,95.24,Cloudy,152.38,Severe,-1,Anomaly,152.38
2026-05-01 16:45:00,2026-05-01,16,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,162,56,95,5,6,27.26,87.99,Clear,142.54,Severe,-1,Normal,142.54
2026-05-01 17:00:00,2026-05-01,17,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,134,40,68,7,19,28.55,85.82,Cloudy,115.0,Severe,-1,Normal,115.0
2026-05-01 17:15:00,2026-05-01,17,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,184,54,111,8,11,14.49,100.0,Rainy,184.0,Severe,-1,Anomaly,184.0
2026-05-01 17:30:00,2026-05-01,17,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,170,45,92,6,27,19.27,99.61,Clear,169.34,Severe,-1,Anomaly,169.34
2026-05-01 17:45:00,2026-05-01,17,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,169,58,86,10,15,16.12,100.0,Rainy,169.0,Severe,-1,Anomaly,169.0
2026-05-01 18:00:00,2026-05-01,18,Friday,LOC_004,Jl. Merdeka,2.3402,99.0752,119,31,71,6,11,32.94,52.99,Clear,63.06,Medium,-1,Normal,63.06
2026-05-01 18:15:00,2026-05-01,18,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,231,79,129,12,11,5.0,100.0,Rainy,231.0,Severe,-1,Anomaly,231.0
2026-05-01 18:30:00,2026-05-01,18,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,113,37,71,5,0,39.67,49.41,Cloudy,55.83,Medium,-1,Normal,55.83
2026-05-01 18:45:00,2026-05-01,18,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,168,42,90,9,27,20.02,93.57,Rainy,157.2,Severe,-1,Normal,157.2
2026-05-01 19:00:00,2026-05-01,19,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,147,38,83,8,18,30.74,74.82,Clear,109.99,High,-1,Normal,109.99
2026-05-01 19:15:00,2026-05-01,19,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,203,63,121,6,13,9.58,52.99,Foggy,107.57,Severe,-1,Normal,107.57
2026-05-01 19:30:00,2026-05-01,19,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,198,66,114,8,10,12.96,100.0,Cloudy,198.0,Severe,-1,Anomaly,198.0
2026-05-01 19:45:00,2026-05-01,19,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,167,43,93,3,28,19.83,99.62,Foggy,166.37,Severe,-1,Anomaly,166.37
2026-05-01 20:00:00,2026-05-01,20,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,77,19,40,2,16,45.49,52.99,Cloudy,40.8,Medium,-1,Normal,40.8
2026-05-01 20:15:00,2026-05-01,20,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,97,33,54,3,7,40.76,54.26,Foggy,52.63,Medium,-1,Normal,52.63
2026-05-01 20:30:00,2026-05-01,20,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,103,35,64,2,2,30.73,57.15,Cloudy,58.86,Medium,-1,Normal,58.86
2026-05-01 20:45:00,2026-05-01,20,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,90,26,48,5,11,36.96,49.55,Foggy,44.6,Medium,-1,Normal,44.6
2026-05-01 21:00:00,2026-05-01,21,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,64,16,32,1,15,45.68,30.05,Foggy,19.23,Low,-1,Normal,19.23
2026-05-01 21:15:00,2026-05-01,21,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,103,34,56,4,9,29.31,59.74,Foggy,61.53,High,-1,Normal,61.53
2026-05-01 21:30:00,2026-05-01,21,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,93,24,48,2,19,35.58,44.5,Cloudy,41.38,Medium,-1,Normal,41.38
2026-05-01 21:45:00,2026-05-01,21,Friday,LOC_002,Jl. Sudirman,2.3348,99.0701,77,23,42,3,9,42.95,43.85,Clear,33.76,Medium,-1,Normal,33.76
2026-05-01 22:00:00,2026-05-01,22,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,33,10,20,0,3,55.87,15.6,Clear,5.15,Low,-1,Normal,5.15
2026-05-01 22:15:00,2026-05-01,22,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,29,9,16,1,3,61.33,14.87,Cloudy,4.31,Low,-1,Normal,4.31
2026-05-01 22:30:00,2026-05-01,22,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,51,15,29,1,6,50.5,35.95,Cloudy,18.33,Low,-1,Normal,18.33
2026-05-01 22:45:00,2026-05-01,22,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,18,4,9,0,5,57.91,5.0,Clear,0.9,Low,-1,Normal,0.9
2026-05-01 23:00:00,2026-05-01,23,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,70,20,43,1,6,48.03,50.76,Cloudy,35.53,Medium,-1,Normal,35.53
2026-05-01 23:15:00,2026-05-01,23,Friday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,59,17,36,1,5,46.75,25.86,Clear,15.26,Low,-1,Normal,15.26
2026-05-01 23:30:00,2026-05-01,23,Friday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,46,16,25,2,3,61.14,23.75,Clear,10.92,Low,-1,Normal,10.92
2026-05-01 23:45:00,2026-05-01,23,Friday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,41,11,21,1,8,49.38,18.46,Cloudy,7.57,Low,-1,Normal,7.57
2026-05-02 00:00:00,2026-05-02,0,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,40,13,22,0,5,45.68,24.17,Foggy,9.67,Low,-1,Normal,9.67
2026-05-02 00:15:00,2026-05-02,0,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,40,13,25,1,1,54.0,17.33,Cloudy,6.93,Low,-1,Normal,6.93
2026-05-02 00:30:00,2026-05-02,0,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,50,13,29,2,6,49.51,24.95,Foggy,12.48,Low,-1,Normal,12.48
2026-05-02 00:45:00,2026-05-02,0,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,33,9,18,0,6,51.79,13.81,Foggy,4.56,Low,-1,Normal,4.56
2026-05-02 01:00:00,2026-05-02,1,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,39,11,20,1,7,45.6,20.92,Cloudy,8.16,Low,-1,Normal,8.16
2026-05-02 01:15:00,2026-05-02,1,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,42,10,21,2,9,58.53,20.45,Clear,8.59,Low,-1,Normal,8.59
2026-05-02 01:30:00,2026-05-02,1,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,47,14,28,1,4,40.73,17.26,Rainy,8.11,Medium,-1,Normal,8.11
2026-05-02 01:45:00,2026-05-02,1,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,22,7,14,1,0,54.98,9.2,Foggy,2.02,Low,-1,Normal,2.02
2026-05-02 02:00:00,2026-05-02,2,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,31,10,18,0,3,56.63,14.25,Clear,4.42,Low,-1,Normal,4.42
2026-05-02 02:15:00,2026-05-02,2,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,54,14,28,2,10,52.66,40.38,Clear,21.81,Medium,-1,Normal,21.81
2026-05-02 02:30:00,2026-05-02,2,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,47,15,26,1,5,43.95,52.99,Rainy,24.91,Medium,-1,Normal,24.91
2026-05-02 02:45:00,2026-05-02,2,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,324,94,189,10,31,11.47,98.62,Cloudy,319.53,Severe,-1,Anomaly,319.53
2026-05-02 03:00:00,2026-05-02,3,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,51,15,32,1,3,40.41,29.16,Cloudy,14.87,Medium,-1,Normal,14.87
2026-05-02 03:15:00,2026-05-02,3,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,313,84,165,9,55,6.74,99.78,Foggy,312.31,Severe,-1,Anomaly,312.31
2026-05-02 03:30:00,2026-05-02,3,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,48,13,25,1,9,47.99,52.99,Foggy,25.44,Medium,-1,Normal,25.44
2026-05-02 03:45:00,2026-05-02,3,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,54,15,34,2,3,42.42,25.11,Rainy,13.56,Medium,-1,Normal,13.56
2026-05-02 04:00:00,2026-05-02,4,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,26,8,13,1,4,57.01,21.37,Cloudy,5.56,Low,-1,Normal,5.56
2026-05-02 04:15:00,2026-05-02,4,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,328,85,166,9,68,3.88,95.27,Foggy,312.49,Severe,-1,Anomaly,312.49
2026-05-02 04:30:00,2026-05-02,4,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,50,15,26,2,7,52.28,52.99,Clear,26.5,Medium,-1,Normal,26.5
2026-05-02 04:45:00,2026-05-02,4,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,48,16,30,2,0,54.92,27.79,Clear,13.34,Low,-1,Normal,13.34
2026-05-02 05:00:00,2026-05-02,5,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,90,27,52,3,8,41.39,50.92,Cloudy,45.83,Medium,-1,Normal,45.83
2026-05-02 05:15:00,2026-05-02,5,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,93,27,59,2,5,35.97,57.14,Foggy,53.14,Medium,-1,Normal,53.14
2026-05-02 05:30:00,2026-05-02,5,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,48,13,24,2,9,53.12,30.93,Foggy,14.85,Low,-1,Normal,14.85
2026-05-02 05:45:00,2026-05-02,5,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,64,18,40,2,4,36.96,52.99,Foggy,33.91,Medium,-1,Normal,33.91
2026-05-02 06:00:00,2026-05-02,6,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,156,41,81,6,28,16.99,90.69,Cloudy,141.48,Severe,-1,Normal,141.48
2026-05-02 06:15:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,94,28,52,4,10,40.42,52.99,Clear,49.81,Medium,-1,Normal,49.81
2026-05-02 06:30:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,150,48,76,4,22,19.74,82.76,Rainy,124.14,High,-1,Normal,124.14
2026-05-02 06:45:00,2026-05-02,6,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,121,30,63,4,24,23.9,67.75,Rainy,81.98,High,-1,Normal,81.98
2026-05-02 07:00:00,2026-05-02,7,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,107,31,61,3,12,38.27,53.56,Foggy,57.31,Medium,-1,Normal,57.31
2026-05-02 07:15:00,2026-05-02,7,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,136,45,71,7,13,22.37,71.67,Cloudy,97.47,High,-1,Normal,97.47
2026-05-02 07:30:00,2026-05-02,7,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,104,27,52,5,20,43.01,57.33,Cloudy,59.62,Medium,-1,Normal,59.62
2026-05-02 07:45:00,2026-05-02,7,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,152,41,81,7,23,24.9,86.89,Clear,132.07,Severe,-1,Normal,132.07
2026-05-02 08:00:00,2026-05-02,8,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,97,26,49,4,18,43.6,55.06,Rainy,53.41,Medium,-1,Normal,53.41
2026-05-02 08:15:00,2026-05-02,8,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,177,56,99,4,18,17.12,96.79,Foggy,171.32,Severe,-1,Anomaly,171.32
2026-05-02 08:30:00,2026-05-02,8,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,146,49,82,7,8,20.5,74.9,Cloudy,109.35,High,-1,Normal,109.35
2026-05-02 08:45:00,2026-05-02,8,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,142,43,79,4,16,24.38,87.66,Clear,124.48,Severe,-1,Normal,124.48
2026-05-02 09:00:00,2026-05-02,9,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,103,35,56,5,7,46.04,62.08,Clear,63.94,Medium,-1,Normal,63.94
2026-05-02 09:15:00,2026-05-02,9,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,135,39,83,2,11,32.48,66.45,Clear,89.71,High,-1,Normal,89.71
2026-05-02 09:30:00,2026-05-02,9,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,131,43,68,7,13,29.22,66.34,Foggy,86.91,High,-1,Normal,86.91
2026-05-02 09:45:00,2026-05-02,9,Saturday,LOC_001,Jl. Sisingamangaraja,2.3321,99.0654,160,40,86,9,25,22.78,84.0,Cloudy,134.4,High,-1,Normal,134.4
2026-05-02 10:00:00,2026-05-02,10,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,356,117,223,16,0,4.18,92.36,Clear,328.8,Severe,-1,Anomaly,328.8
2026-05-02 10:15:00,2026-05-02,10,Saturday,LOC_005,Jl. Ahmad Yani,2.3429,99.0788,103,27,61,5,10,31.89,50.82,Clear,52.34,Medium,-1,Normal,52.34
2026-05-02 10:30:00,2026-05-02,10,Saturday,LOC_004,Jl. Merdeka,2.3402,99.0752,67,21,35,1,10,40.35,52.99,Rainy,35.5,Medium,-1,Normal,35.5
2026-05-02 10:45:00,2026-05-02,10,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,80,22,44,2,12,38.1,49.71,Cloudy,39.77,Medium,-1,Normal,39.77
2026-05-02 11:00:00,2026-05-02,11,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,76,26,45,3,2,53.53,45.26,Cloudy,34.4,Medium,-1,Normal,34.4
2026-05-02 11:15:00,2026-05-02,11,Saturday,LOC_003,Jl. Gatot Subroto,2.3375,99.0729,78,23,39,3,13,44.1,39.82,Foggy,31.06,Medium,-1,Normal,31.06
2026-05-02 11:30:00,2026-05-02,11,Saturday,LOC_002,Jl. Sudirman,2.3348,99.0701,119,34,71,3,11,34.33,68.61,Rainy,81.65,High,-1,Normal,81.65
